error_family,policy_id,optimizer_family,checkpoint,crossing_fraction_descriptive,mean_margin
diffuse_low_error,scrambled_gibbs:beta=4,scrambled_gibbs,65536,1.0,0.1759203682472692
diffuse_low_error,scrambled_gibbs:beta=4,scrambled_gibbs,131072,1.0,0.18952780851997153
diffuse_low_error,scrambled_gibbs:beta=4,scrambled_gibbs,262144,1.0,0.20058370242106843
diffuse_low_error,scrambled_gibbs:beta=4,scrambled_gibbs,524288,1.0,0.20947184418830836
diffuse_low_error,scrambled_gibbs:beta=4,scrambled_gibbs,1048576,1.0,0.21652936094580458
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,32,0.0,-0.02104310950353492
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,64,0.0,-0.014696211211731355
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,128,0.0,-0.009440365189238816
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,256,0.0,-0.005096929190429938
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,512,0.0,-0.0015354259450375187
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,1024,1.0,0.001356540934603248
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,2048,1.0,0.0036879801049395813
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,4096,1.0,0.005540016269771447
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,8192,1.0,0.0069951422718974275
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,16384,1.0,0.008117249697707624
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,32768,1.0,0.008971252488761917
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,65536,1.0,0.009612947364447996
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,131072,1.0,0.010087655594934236
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,262144,1.0,0.01043623996335401
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,524288,1.0,0.01068921035083725
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,1048576,1.0,0.010872061987193518
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,32,0.0,-0.04208731583001863
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,64,0.0,-0.029413899903659342
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,128,0.0,-0.018919085015264306
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,256,0.0,-0.01024616031541308
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,512,0.0,-0.003134590241850361
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,1024,1.0,0.002640057062372929
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,2048,1.0,0.007295448870184942
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,4096,1.0,0.010993574087960211
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,8192,1.0,0.013899153506810879
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,16384,1.0,0.01613976513591387
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,32768,1.0,0.017845028411879682
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,65536,1.0,0.019126357603476377
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,131072,1.0,0.020074249718966472
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,262144,1.0,0.020770299109283026
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,524288,1.0,0.021275427565771388
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,1048576,1.0,0.021640543679787433
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,32,0.0,-0.0841789582949217
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,64,0.0,-0.05899214629631508
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,128,0.0,-0.03813502844504937
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,256,0.0,-0.020898687022774497
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,512,0.0,-0.0067653405360395096
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,1024,1.0,0.0047110409584889944
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,2048,1.0,0.013963043648571814
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,4096,1.0,0.021312600007223535
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,8192,1.0,0.027087071783013793
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,16384,1.0,0.03154000414095311
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,32768,1.0,0.03492899932500191
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,65536,1.0,0.037475479109504925
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,131072,1.0,0.03935929485788217
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,262144,1.0,0.04074260502757246
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,524288,1.0,0.041746483977229375
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,1048576,1.0,0.042472106096381725
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,32,0.0,-0.16827005897589356
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,64,0.0,-0.11908767346494141
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,128,0.0,-0.0783598985141036
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,256,0.0,-0.044702427744257305
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,512,0.0,-0.017104187224221815
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,1024,1.0,0.005305787446883195
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,2048,1.0,0.023372208996271536
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,4096,1.0,0.037723716213051324
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,8192,1.0,0.04899954965377183
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,16384,1.0,0.05769480794586852
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,32768,1.0,0.06431251199058324
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,65536,1.0,0.06928503294576416
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,131072,1.0,0.07296356726655943
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,262144,1.0,0.07566476240196174
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,524288,1.0,0.07762504072186532
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,1048576,1.0,0.07904196584924546
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,32,0.0,-0.33356569874430386
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,64,0.0,-0.24262224370509816
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,128,0.0,-0.1673122616534224
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,256,0.0,-0.1050760230511026
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,512,0.0,-0.05404394480154067
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,1024,0.0,-0.012605521212316105
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,2048,1.0,0.020801211275888628
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,4096,1.0,0.047338672559123975
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,8192,1.0,0.06818888632757533
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,16384,1.0,0.08426734253351682
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,32768,1.0,0.09650418025500682
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,65536,1.0,0.1056988996900432
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,131072,1.0,0.1125009003888284
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,262144,1.0,0.11749569711933423
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,524288,1.0,0.12112045995664683
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,1048576,1.0,0.12374050502516268
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,32,0.0,-0.16571284535543224
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,64,0.0,-0.1157041363359039
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,128,0.0,-0.0742851550742448
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,256,0.0,-0.03989936483940323
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,512,0.0,-0.011428495103226369
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,1024,1.0,0.01106568637501892
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,2048,1.0,0.02915024078283908
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,4096,1.0,0.043741874179554524
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,8192,1.0,0.055207155247795694
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,16384,1.0,0.0640485043865493
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,32768,1.0,0.07077739385604846
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,65536,1.0,0.07583345917207049
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,131072,1.0,0.0795737973145958
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,262144,1.0,0.08232037579239694
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,524288,1.0,0.08431358915687512
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,1048576,1.0,0.0857543203386075
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,32,0.0,-0.35314604796904936
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,64,0.0,-0.25494128383968767
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,128,0.0,-0.17361823513010266
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,256,0.0,-0.10641279269771813
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,512,0.0,-0.051306098044772944
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,1024,0.0,-0.006559055910536498
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,2048,1.0,0.02951501102393966
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,4096,1.0,0.058171335162809285
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,8192,1.0,0.08068631795398232
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,16384,1.0,0.09804854592946508
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,32768,1.0,0.11126242439504726
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,65536,1.0,0.12119128901718128
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,131072,1.0,0.12853639014561302
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,262144,1.0,0.13392999251735022
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,524288,1.0,0.13784417171045105
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,1048576,1.0,0.14067341222974925
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,32,0.0,-0.6531090308214813
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,64,0.0,-0.49665544035770826
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,128,0.0,-0.36709672626808465
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,256,0.0,-0.260029285492986
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,512,0.0,-0.17223680094827387
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,1024,0.0,-0.10094865656341415
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,2048,0.0,-0.04347774520218181
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,4096,0.9130859375,0.002175689646600472
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,8192,1.0,0.03804512966958097
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,16384,1.0,0.06570552811661198
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,32768,1.0,0.08675703970284224
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,65536,1.0,0.1025750759573294
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,131072,1.0,0.1142768243811523
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,262144,1.0,0.12286956898039224
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,524288,1.0,0.12910539057121184
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,1048576,1.0,0.1336127568019042
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,32,0.0,-1.10664282305948
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,64,0.0,-0.8783983891220319
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,128,0.0,-0.6856705198818535
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,256,0.0,-0.5264000310492044
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,512,0.0,-0.3958024205334113
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,1024,0.0,-0.28975619843309036
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,2048,0.0,-0.20426410036951
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,4096,0.0,-0.1363513452628598
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,8192,0.0,-0.08299298341862878
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,16384,0.0,-0.04184615904259412
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,32768,0.0,-0.01053052735538501
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,65536,1.0,0.01299993483168424
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,131072,1.0,0.03040712396562325
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,262144,1.0,0.043189447170768405
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,524288,1.0,0.052465678542817924
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,1048576,1.0,0.059170708734191585
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,32,0.0,-1.2556355194637434
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,64,0.0,-1.2556355194637434
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,128,0.0,-1.1539209185724995
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,256,0.0,-0.9248318360499561
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,512,0.0,-0.7369848156007637
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,1024,0.0,-0.5844516507690104
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,2048,0.0,-0.46148281673163977
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,4096,0.0,-0.36379949276502566
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,8192,0.0,-0.28705069737051436
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,16384,0.0,-0.22786654898175343
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,32768,0.0,-0.18282324319159757
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,65536,0.0,-0.14897785203799127
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,131072,0.0,-0.12393996198554981
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,262144,0.0,-0.10555431680397337
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,524288,0.0,-0.0922117110904783
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,1048576,0.0,-0.08256743093483865
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,32,0.0,-0.14687500000000003
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,64,0.0,-0.14687500000000003
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,128,0.0,-0.14687500000000003
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,256,0.0,-0.14687500000000003
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,512,0.0,-0.14687500000000003
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,1024,0.0,-0.14687500000000003
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,2048,0.0,-0.14265885583629462
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,4096,0.0,-0.12259485716360209
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,8192,0.0,-0.10683077721222246
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,16384,0.0,-0.09467444769253508
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,32768,0.0,-0.08542262464957381
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,65536,0.0,-0.07847083538189073
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,131072,0.0,-0.0733280927685159
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,262144,0.0,-0.06955171062322951
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,524288,0.0,-0.06681116072735047
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,1048576,0.0,-0.06483024099218704
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,32,0.0,-0.3671875
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,64,0.0,-0.3671875
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,128,0.0,-0.3671875
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,256,0.0,-0.3671875
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,512,0.0,-0.3671875
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,1024,0.0,-0.3671875
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,2048,0.0,-0.3566471395907366
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,4096,0.0,-0.3064871429090052
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,8192,0.0,-0.26707694303055607
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,16384,0.0,-0.23668611923133764
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,32768,0.0,-0.2135565616239345
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,65536,0.0,-0.19617708845472684
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,131072,0.0,-0.1833202319212897
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,262144,0.0,-0.1738792765580738
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,524288,0.0,-0.16702790181837612
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,1048576,0.0,-0.16207560248046757
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,32,0.0,-0.734375
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,64,0.0,-0.734375
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,128,0.0,-0.734375
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,256,0.0,-0.734375
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,512,0.0,-0.734375
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,1024,0.0,-0.734375
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,2048,0.0,-0.7132942791814731
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,4096,0.0,-0.6129742858180104
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,8192,0.0,-0.5341538860611121
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,16384,0.0,-0.4733722384626753
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,32768,0.0,-0.427113123247869
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,65536,0.0,-0.3923541769094537
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,131072,0.0,-0.3666404638425794
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,262144,0.0,-0.3477585531161476
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,524288,0.0,-0.33405580363675225
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,1048576,0.0,-0.32415120496093514
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,32,0.0,-1.1015625
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,64,0.0,-1.1015625
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,128,0.0,-1.1015625
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,256,0.0,-1.1015625
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,512,0.0,-1.1015625
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,1024,0.0,-1.1015625
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,2048,0.0,-1.0699414187722094
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,4096,0.0,-0.9194614287270155
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,8192,0.0,-0.8012308290916683
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,16384,0.0,-0.7100583576940129
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,32768,0.0,-0.6406696848718034
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,65536,0.0,-0.5885312653641804
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,131072,0.0,-0.5499606957638692
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,262144,0.0,-0.5216378296742215
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,524288,0.0,-0.5010837054551284
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,1048576,0.0,-0.48622680744140273
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,32,0.0,-1.46875
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,64,0.0,-1.46875
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,128,0.0,-1.46875
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,256,0.0,-1.46875
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,512,0.0,-1.46875
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,1024,0.0,-1.46875
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,2048,0.0,-1.4265885583629463
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,4096,0.0,-1.2259485716360208
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,8192,0.0,-1.0683077721222243
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,16384,0.0,-0.9467444769253506
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,32768,0.0,-0.854226246495738
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,65536,0.0,-0.7847083538189074
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,131072,0.0,-0.7332809276851588
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,262144,0.0,-0.6955171062322952
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,524288,0.0,-0.6681116072735045
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,1048576,0.0,-0.6483024099218703
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,32,0.0,-0.12640779471387661
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,64,0.0,-0.10431523181228808
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,128,0.0,-0.08602045166701108
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,256,0.0,-0.07090162848740703
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,512,0.0,-0.058504591248815185
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,1024,0.0,-0.048438105658478295
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,2048,0.0,-0.0403227295875556
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,4096,0.0,-0.03387608059675574
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,8192,0.0,-0.02881101396834912
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,16384,0.0,-0.02490513305655545
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,32768,0.0,-0.021932482556725592
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,65536,0.0,-0.01969884279239699
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,131072,0.0,-0.018046457491774998
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,262144,0.0,-0.016833089680954764
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,524288,0.0,-0.015952539222957026
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,1048576,0.0,-0.015316061199813644
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,32,0.0,-0.12326905779931097
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,64,0.0,-0.09842598652464812
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,128,0.0,-0.07785351925917196
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,256,0.0,-0.06085241334343768
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,512,0.0,-0.046911953783137346
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,1024,0.0,-0.035592197894239376
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,2048,0.0,-0.026466463272651886
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,4096,0.0,-0.01921721106617029
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,8192,0.0,-0.013521547243872235
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,16384,0.0,-0.009129386935705454
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,32768,0.0,-0.005786643562249888
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,65536,0.0,-0.0032749172354167707
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,131072,0.0,-0.0014168111397403049
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,262144,0.13671875,-5.2379899197309e-05
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,524288,1.0,0.000937798464735373
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,1048576,1.0,0.0016535175492138282
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=1,scrambled_gibbs,32,0.0,-0.13983083962335466
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=1,scrambled_gibbs,64,0.0,-0.10622083029650006
