error_family,policy_id,optimizer_family,checkpoint,empirical_bernstein_crossing_fraction_descriptive,mean_margin
diffuse_low_error,scrambled_gibbs:beta=4,scrambled_gibbs,65536,1.0,0.23437005425807858
diffuse_low_error,scrambled_gibbs:beta=4,scrambled_gibbs,131072,1.0,0.23632276742078867
diffuse_low_error,scrambled_gibbs:beta=4,scrambled_gibbs,262144,1.0,0.23734984397631903
diffuse_low_error,scrambled_gibbs:beta=4,scrambled_gibbs,524288,1.0,0.23788448874721116
diffuse_low_error,scrambled_gibbs:beta=4,scrambled_gibbs,1048576,1.0,0.238161737631172
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,32,0.0,-0.03408424858023082
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,64,0.0,-0.01842634549180637
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,128,0.0,-0.007774128170167307
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,256,0.0048828125,-0.000603029517118523
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,512,1.0,0.004093894083324518
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,1024,1.0,0.0070765303767752665
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,2048,1.0,0.008882770439992888
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,4096,1.0,0.009934548457515398
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,8192,1.0,0.010529473696007924
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,16384,1.0,0.010864210838586559
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,32768,1.0,0.011051433361350367
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,65536,1.0,0.011157786479317042
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,131072,1.0,0.011220833339808587
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,262144,1.0,0.011258662993008435
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,524288,1.0,0.011282111538044594
heteroskedastic_proxy_coupled,gibbs:beta=0.25,gibbs,1048576,1.0,0.01129703149944164
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,32,0.0,-0.06812771731020345
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,64,0.0,-0.03686219055196086
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,128,0.0,-0.015591961465504445
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,256,0.0029296875,-0.0012727914235946434
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,512,1.0,0.008105973388127654
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,1024,1.0,0.01406166836952848
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,2048,1.0,0.01766834844089063
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,4096,1.0,0.019768527089645466
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,8192,1.0,0.02095646718981079
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,16384,1.0,0.02162486659356027
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,32768,1.0,0.02199871044494705
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,65536,1.0,0.022211075168169014
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,131072,1.0,0.02233696643806574
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,262144,1.0,0.022412504268878426
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,524288,1.0,0.022459326062839575
heteroskedastic_proxy_coupled,gibbs:beta=0.5,gibbs,1048576,1.0,0.022489118075834997
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,32,0.0,-0.13593096424664833
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,64,0.0,-0.07379468235761218
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,128,0.0,-0.031522791000080444
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,256,0.0009765625,-0.0030652507506878745
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,512,1.0,0.015573858662637947
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,1024,1.0,0.027410049527769577
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,2048,1.0,0.034577870218289244
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,4096,1.0,0.03875170978112221
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,8192,1.0,0.041112590552520145
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,16384,1.0,0.04244094986937995
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,32768,1.0,0.04318391726320862
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,65536,1.0,0.04360596530376908
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,131072,1.0,0.04385615828769537
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,262144,1.0,0.044006280177051535
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,524288,1.0,0.04409933257340541
heteroskedastic_proxy_coupled,gibbs:beta=1,gibbs,1048576,1.0,0.04415854043297032
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,32,0.0,-0.26932640178830347
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,64,0.0,-0.14799264306358537
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,128,0.0,-0.06544815680076546
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,256,0.0,-0.009879007544539936
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,512,1.0,0.02651765372397321
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,1024,1.0,0.049630229549064486
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,2048,1.0,0.06362686082157408
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,4096,1.0,0.07177713352982598
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,8192,1.0,0.07638723457201865
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,16384,1.0,0.07898112696389732
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,32768,1.0,0.0804319222764351
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,65536,1.0,0.08125605712272431
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,131072,1.0,0.08174460993315061
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,262144,1.0,0.08203775352894813
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,524288,1.0,0.08221945730433848
heteroskedastic_proxy_coupled,gibbs:beta=2,gibbs,1048576,1.0,0.08233507272142901
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,32,0.0,-0.5204296109663004
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,64,0.0,-0.2960706028238015
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,128,0.0,-0.14343707972018088
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,256,0.0,-0.04068382010398998
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,512,1.0,0.02661747269143836
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,1024,1.0,0.06935508044577046
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,2048,1.0,0.0952363384125757
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,4096,1.0,0.11030705838477212
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,8192,1.0,0.11883162490388663
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,16384,1.0,0.123628007463753
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,32768,1.0,0.12631068210236907
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,65536,1.0,0.1278345949740425
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,131072,1.0,0.12873798101535983
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,262144,1.0,0.12928003466215793
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,524288,1.0,0.1296160242437122
heteroskedastic_proxy_coupled,gibbs:beta=4,gibbs,1048576,1.0,0.129829809430762
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,32,0.0,-0.2684670568435702
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,64,0.0,-0.14509474435256886
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,128,0.0,-0.061163410973780544
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,256,0.0048828125,-0.0046606328602932685
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,512,1.0,0.03234753629925454
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,1024,1.0,0.05584843132744281
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,2048,1.0,0.0700802229188591
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,4096,1.0,0.07836743005739877
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,8192,1.0,0.08305498636794614
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,16384,1.0,0.08569245928646782
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,32768,1.0,0.08716762971339721
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,65536,1.0,0.08800561102098858
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,131072,1.0,0.08850237210899722
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,262144,1.0,0.08880044087143885
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,524288,1.0,0.08898519748982658
heteroskedastic_proxy_coupled,best_of_n:n=2,best_of_n,1048576,1.0,0.08910275538563392
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,32,0.0,-0.5549299632177039
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,64,0.0,-0.3126571854193108
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,128,0.0,-0.14783675795520537
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,256,0.0,-0.03687924463243875
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,512,1.0,0.035795667286476984
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,1024,1.0,0.08194562593009813
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,2048,1.0,0.10989335271159725
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,4096,1.0,0.1261673825413544
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,8192,1.0,0.13537258641175715
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,16384,1.0,0.14055193238847202
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,32768,1.0,0.14344880308694657
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,65536,1.0,0.14509439159083476
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,131072,1.0,0.14606990778457377
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,262144,1.0,0.14665524128115495
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,524288,1.0,0.1470180576882536
heteroskedastic_proxy_coupled,best_of_n:n=4,best_of_n,1048576,1.0,0.14724891238647814
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,32,0.0,-0.9048777571884251
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,64,0.0,-0.5886047475938733
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,128,0.0,-0.3260233149399014
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,256,0.0,-0.14925285474703887
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,512,0.0,-0.03347180270586503
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,1024,1.0,0.04005137912305408
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,2048,1.0,0.08457592168502509
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,4096,1.0,0.11050267198836192
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,8192,1.0,0.12516781791324214
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,16384,1.0,0.13341922283738333
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,32768,1.0,0.1380343331724443
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,65536,1.0,0.1406559802192217
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,131072,1.0,0.14221011063661146
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,262144,1.0,0.14314262677236844
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,524288,1.0,0.14372064281948177
heteroskedastic_proxy_coupled,best_of_n:n=8,best_of_n,1048576,1.0,0.14408842585661719
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,32,0.0,-1.1105503462316872
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,64,0.0,-1.0151795712004352
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,128,0.0,-0.6245708778907312
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,256,0.0,-0.36161215391012064
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,512,0.0,-0.18937954404610535
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,1024,0.0,-0.08000854362197668
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,2048,0.001953125,-0.013775096669684234
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,4096,1.0,0.02479280188808984
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,8192,1.0,0.04660825711284043
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,16384,1.0,0.058882813096527986
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,32768,1.0,0.06574812036230811
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,65536,1.0,0.06964800816820049
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,131072,1.0,0.07195988850731588
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,262144,1.0,0.0733470730679175
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,524288,1.0,0.07420691334905616
heteroskedastic_proxy_coupled,best_of_n:n=16,best_of_n,1048576,1.0,0.07475401696603674
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,32,0.0,-1.2556355194637434
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,64,0.0,-1.2556355194637434
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,128,0.0,-1.0660373374471255
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,256,0.0,-0.6878067357861108
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,512,0.0,-0.44007339319764915
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,1024,0.0,-0.2827579838874963
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,2048,0.0,-0.18749011784516012
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,4096,0.0,-0.13201540586190796
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,8192,0.0,-0.10063682054532135
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,16384,0.0,-0.08298152991813425
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,32768,0.0,-0.07310671284260259
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,65536,0.0,-0.06749725106508846
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,131072,0.0,-0.06417192350646991
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,262144,0.0,-0.06217664590917708
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,524288,0.0,-0.060939881819572536
heteroskedastic_proxy_coupled,best_of_n:n=32,best_of_n,1048576,0.0,-0.06015294717413085
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,32,0.0,-0.14687500000000003
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,64,0.0,-0.14687500000000003
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,128,0.0,-0.14687500000000003
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,256,0.0,-0.14687500000000003
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,512,0.0,-0.1382613944485565
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,1024,0.0,-0.10594906072134055
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,2048,0.0,-0.08638119324708288
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,4096,0.0,-0.07498677603846718
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,8192,0.0,-0.06854166474845683
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,16384,0.0,-0.06491529626174405
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,32768,0.0,-0.06288702461156696
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,65536,0.0,-0.06173485012478322
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,131072,0.0,-0.061051833157166585
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,262144,0.0,-0.06064200632656633
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,524288,0.0,-0.0603879769585573
heteroskedastic_proxy_coupled,top_spike:alpha=0.1,top_spike,1048576,0.0,-0.06022634183968037
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,32,0.0,-0.3671875
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,64,0.0,-0.3671875
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,128,0.0,-0.3671875
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,256,0.0,-0.3671875
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,512,0.0,-0.34565348612139124
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,1024,0.0,-0.26487265180335134
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,2048,0.0,-0.21595298311770716
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,4096,0.0,-0.18746694009616788
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,8192,0.0,-0.17135416187114202
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,16384,0.0,-0.16228824065436015
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,32768,0.0,-0.15721756152891736
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,65536,0.0,-0.15433712531195803
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,131072,0.0,-0.15262958289291645
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,262144,0.0,-0.15160501581641578
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,524288,0.0,-0.15096994239639322
heteroskedastic_proxy_coupled,top_spike:alpha=0.25,top_spike,1048576,0.0,-0.1505658545992009
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,32,0.0,-0.734375
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,64,0.0,-0.734375
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,128,0.0,-0.734375
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,256,0.0,-0.734375
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,512,0.0,-0.6913069722427825
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,1024,0.0,-0.5297453036067027
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,2048,0.0,-0.43190596623541433
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,4096,0.0,-0.37493388019233576
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,8192,0.0,-0.34270832374228405
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,16384,0.0,-0.3245764813087203
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,32768,0.0,-0.3144351230578347
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,65536,0.0,-0.30867425062391607
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,131072,0.0,-0.3052591657858329
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,262144,0.0,-0.30321003163283156
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,524288,0.0,-0.30193988479278644
heteroskedastic_proxy_coupled,top_spike:alpha=0.5,top_spike,1048576,0.0,-0.3011317091984018
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,32,0.0,-1.1015625
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,64,0.0,-1.1015625
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,128,0.0,-1.1015625
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,256,0.0,-1.1015625
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,512,0.0,-1.0369604583641736
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,1024,0.0,-0.7946179554100539
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,2048,0.0,-0.6478589493531214
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,4096,0.0,-0.5624008202885037
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,8192,0.0,-0.514062485613426
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,16384,0.0,-0.4868647219630804
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,32768,0.0,-0.47165268458675214
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,65536,0.0,-0.46301137593587416
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,131072,0.0,-0.45788874867874935
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,262144,0.0,-0.4548150474492474
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,524288,0.0,-0.4529098271891797
heteroskedastic_proxy_coupled,top_spike:alpha=0.75,top_spike,1048576,0.0,-0.45169756379760273
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,32,0.0,-1.46875
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,64,0.0,-1.46875
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,128,0.0,-1.46875
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,256,0.0,-1.46875
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,512,0.0,-1.382613944485565
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,1024,0.0,-1.0594906072134054
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,2048,0.0,-0.8638119324708287
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,4096,0.0,-0.7498677603846715
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,8192,0.0,-0.6854166474845681
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,16384,0.0,-0.6491529626174406
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,32768,0.0,-0.6288702461156694
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,65536,0.0,-0.6173485012478321
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,131072,0.0,-0.6105183315716658
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,262144,0.0,-0.6064200632656631
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,524288,0.0,-0.6038797695855729
heteroskedastic_proxy_coupled,top_spike:alpha=1,top_spike,1048576,0.0,-0.6022634183968036
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,32,0.0,-0.1718019655535667
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,64,0.0,-0.1172992473778678
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,128,0.0,-0.08022054051980848
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,256,0.0,-0.05525906472767672
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,512,0.0,-0.03890980634728811
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,1024,0.0,-0.028527714670993617
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,2048,0.0,-0.022240474766182565
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,4096,0.0,-0.018579399553959305
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,8192,0.0,-0.016508557601109322
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,16384,0.0,-0.015343389823414395
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,32768,0.0,-0.0146916974265006
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,65536,0.0,-0.014321498812873352
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,131072,0.0,-0.014102042526177232
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,262144,0.0,-0.013970363404433285
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,524288,0.0,-0.01388874267689916
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.25,scrambled_gibbs,1048576,0.0,-0.013836808618639677
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,32,0.0,-0.17431477063254472
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,64,0.0,-0.11302650279629514
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,128,0.0,-0.07133152329797429
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,256,0.0,-0.04326236151773957
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,512,0.0,-0.024877632093582625
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,1024,0.0,-0.013202977385426407
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,2048,0.0,-0.006132980582796752
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,4096,0.0,-0.002016104109736039
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,8192,0.87109375,0.000312556193841272
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,16384,1.0,0.0016227865314058804
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,32768,1.0,0.002355614168371491
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,65536,1.0,0.0027719022461780637
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,131072,1.0,0.003018680684530842
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,262144,1.0,0.003166753763305904
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,524288,1.0,0.0032585362133843547
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=0.5,scrambled_gibbs,1048576,1.0,0.003316936024971179
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=1,scrambled_gibbs,32,0.0,-0.20889021096488017
heteroskedastic_proxy_coupled,scrambled_gibbs:beta=1,scrambled_gibbs,64,0.0,-0.12597376191439677
