n,k,flip_rate,plan,observation_order,intervention_width,query_count,samples_per_query,total_samples,cutoff,fwer_upper,power_lower,feasible
16,5,1/4,containment_s14,0,14,120,88,10560,27,108519569033089030280565/2417851639229258349412352,5446510832991688397422361903652536914254988382732299/5986310706507378352962293074805895248510699696029696,1
16,5,1/4,containment_s15,0,15,16,67,1072,21,28272565277946109/576460752303423488,154385594503413623042228187418084641185/170141183460469231731687303715884105728,1
16,5,1/4,full_clamp,0,16,1,42,42,14,1496659417/34359738368,555786283484642355386633/604462909807314587353088,1
16,6,1/20,boundary_s0,6,0,8008,31,248248,3,39039/1048576,62604245754968714059280546389873597107/67108864000000000000000000000000000000,1
16,6,1/20,boundary_s1,5,1,48048,34,1633632,3,4939935/134217728,9561663862055118667962330490665693397877/10485760000000000000000000000000000000000,1
16,6,1/20,boundary_s2,4,2,120120,39,4684680,4,1383947565/34359738368,1051397717613797965628019678617826494429871652289/1099511627776000000000000000000000000000000000000,1
16,6,1/20,boundary_s3,3,3,160160,40,6406400,4,510965455/17179869184,5233519985823191481263725818124006294494379556177851/5497558138880000000000000000000000000000000000000000,1
16,6,1/20,boundary_s4,2,4,120120,39,4684680,4,1383947565/34359738368,1051397717613797965628019678617826494429871652289/1099511627776000000000000000000000000000000000000,1
16,6,1/20,boundary_s5,1,5,48048,34,1633632,3,4939935/134217728,9561663862055118667962330490665693397877/10485760000000000000000000000000000000000,1
16,6,1/20,boundary_s6,0,6,8008,31,248248,3,39039/1048576,62604245754968714059280546389873597107/67108864000000000000000000000000000000,1
16,6,1/20,containment_s7,0,7,11440,32,366080,3,3924635/134217728,39779751231255353039039393099566226352061/42949672960000000000000000000000000000000,1
16,6,1/20,containment_s8,0,8,12870,32,411840,3,35321715/1073741824,39779751231255353039039393099566226352061/42949672960000000000000000000000000000000,1
16,6,1/20,containment_s9,0,9,11440,32,366080,3,3924635/134217728,39779751231255353039039393099566226352061/42949672960000000000000000000000000000000,1
16,6,1/20,containment_s10,0,10,8008,31,248248,3,39039/1048576,62604245754968714059280546389873597107/67108864000000000000000000000000000000,1
16,6,1/20,containment_s11,0,11,4368,30,131040,3,617799/16777216,252122214228255473989500026077047454273/268435456000000000000000000000000000000,1
16,6,1/20,containment_s12,0,12,1820,28,50960,3,1675765/33554432,51052457885008465110830371239305843/53687091200000000000000000000000000,1
16,6,1/20,containment_s13,0,13,560,26,14560,3,12915/262144,32254486455957996678753081103857/33554432000000000000000000000000,1
16,6,1/20,containment_s14,0,14,120,20,2400,2,3165/65536,48471281563677682933571971/52428800000000000000000000,1
16,6,1/20,containment_s15,0,15,16,17,272,2,77/2048,62242620822486673273/65536000000000000000,1
16,6,1/20,full_clamp,0,16,1,9,9,1,5/128,11888494133/12800000000,1
16,6,3/20,boundary_s0,6,0,8008,59,472472,12,369709852174663/9007199254740992,130315709922887558783188381993623192316718461585418863161333794487859826681/144115188075855872000000000000000000000000000000000000000000000000000000000,1
16,6,3/20,boundary_s1,5,1,48048,69,3315312,14,19172177513061573/576460752303423488,16872157334566972126630415361544883608213803017148257425704695313253570348171882789507/18446744073709551616000000000000000000000000000000000000000000000000000000000000000000,1
16,6,3/20,boundary_s2,4,2,120120,73,8768760,15,1813960865865653505/36893488147419103232,273631723825687546742726834856115659939883424393052508499147884947113081498219204052479756743/295147905179352825856000000000000000000000000000000000000000000000000000000000000000000000000,1
16,6,3/20,boundary_s3,3,3,160160,74,11851840,15,188597698422908775/4611686018427387904,27135953152483607051000324220533821284751038487147039420408187781514442403110251850674867310407/29514790517935282585600000000000000000000000000000000000000000000000000000000000000000000000000,1
16,6,3/20,boundary_s4,2,4,120120,73,8768760,15,1813960865865653505/36893488147419103232,273631723825687546742726834856115659939883424393052508499147884947113081498219204052479756743/295147905179352825856000000000000000000000000000000000000000000000000000000000000000000000000,1
16,6,3/20,boundary_s5,1,5,48048,69,3315312,14,19172177513061573/576460752303423488,16872157334566972126630415361544883608213803017148257425704695313253570348171882789507/18446744073709551616000000000000000000000000000000000000000000000000000000000000000000,1
16,6,3/20,boundary_s6,0,6,8008,59,472472,12,369709852174663/9007199254740992,130315709922887558783188381993623192316718461585418863161333794487859826681/144115188075855872000000000000000000000000000000000000000000000000000000000,1
16,6,3/20,containment_s7,0,7,11440,63,720720,13,155385409431395/4503599627370496,4236442098593202981007770476839304386816006884517203226173014661443339822602039/4611686018427387904000000000000000000000000000000000000000000000000000000000000,1
