timestamp_utc,temperature_c,memory_used_mb,power_w
2026/07/29 22:47:52.139, 29, 0, 53.31
2026/07/29 22:47:52.676, 29, 0, 53.31
2026/07/29 22:47:53.210, 29, 0, 53.31
2026/07/29 22:47:53.746, 29, 0, 53.31
2026/07/29 22:47:54.280, 29, 0, 53.31
2026/07/29 22:47:54.817, 29, 0, 53.31
2026/07/29 22:47:55.349, 29, 0, 53.31
2026/07/29 22:47:55.883, 29, 0, 53.31
2026/07/29 22:47:56.416, 29, 0, 53.31
2026/07/29 22:47:56.949, 29, 0, 53.31
2026/07/29 22:47:57.482, 29, 0, 53.31
2026/07/29 22:47:58.015, 29, 0, 53.31
2026/07/29 22:47:58.549, 29, 0, 53.31
2026/07/29 22:47:59.082, 29, 0, 53.31
2026/07/29 22:47:59.614, 29, 0, 53.31
2026/07/29 22:48:00.147, 29, 0, 53.31
2026/07/29 22:48:00.680, 29, 0, 53.04
2026/07/29 22:48:01.222, 29, 2, 53.64
2026/07/29 22:48:01.849, 29, 6, 53.31
2026/07/29 22:48:02.382, 29, 6, 53.25
2026/07/29 22:48:02.914, 29, 6, 53.31
2026/07/29 22:48:03.448, 29, 6, 53.31
2026/07/29 22:48:03.982, 29, 6, 53.31
2026/07/29 22:48:04.515, 29, 428, 59.26
2026/07/29 22:48:05.046, 29, 428, 59.32
2026/07/29 22:48:05.575, 29, 428, 59.32
2026/07/29 22:48:06.104, 29, 1866, 59.26
2026/07/29 22:48:06.635, 29, 1866, 59.26
2026/07/29 22:48:07.166, 29, 1866, 59.32
2026/07/29 22:48:07.696, 29, 1866, 59.32
2026/07/29 22:48:08.228, 29, 1866, 59.64
2026/07/29 22:48:08.760, 29, 1870, 59.64
2026/07/29 22:48:09.294, 29, 1872, 59.64
2026/07/29 22:48:09.825, 29, 1874, 59.64
2026/07/29 22:48:10.358, 29, 1878, 59.64
2026/07/29 22:48:10.889, 29, 1956, 59.97
2026/07/29 22:48:11.423, 29, 2002, 59.64
2026/07/29 22:48:11.955, 29, 2006, 59.97
2026/07/29 22:48:12.488, 29, 2006, 59.64
2026/07/29 22:48:13.020, 29, 2006, 59.58
2026/07/29 22:48:13.553, 29, 2006, 59.64
2026/07/29 22:48:14.084, 29, 2006, 59.97
2026/07/29 22:48:14.615, 29, 2006, 59.64
2026/07/29 22:48:15.148, 29, 2006, 59.58
2026/07/29 22:48:15.680, 29, 2006, 59.58
2026/07/29 22:48:16.212, 29, 2006, 59.64
2026/07/29 22:48:16.744, 29, 2006, 59.64
2026/07/29 22:48:17.276, 29, 2006, 59.64
2026/07/29 22:48:17.807, 29, 2006, 59.58
2026/07/29 22:48:18.340, 29, 2102, 59.64
2026/07/29 22:48:18.873, 29, 2102, 59.64
2026/07/29 22:48:19.405, 29, 2102, 59.64
2026/07/29 22:48:19.936, 29, 2102, 59.64
2026/07/29 22:48:20.468, 29, 2102, 59.64
2026/07/29 22:48:21.001, 29, 2102, 59.64
2026/07/29 22:48:21.532, 29, 2102, 59.64
2026/07/29 22:48:22.064, 29, 2102, 59.64
2026/07/29 22:48:22.600, 29, 2102, 59.64
2026/07/29 22:48:23.132, 29, 2102, 59.64
2026/07/29 22:48:23.664, 29, 2102, 59.97
2026/07/29 22:48:24.198, 29, 2102, 59.64
2026/07/29 22:48:24.729, 29, 2102, 59.64
2026/07/29 22:48:25.262, 29, 2102, 59.64
2026/07/29 22:48:25.795, 29, 2102, 59.64
2026/07/29 22:48:26.328, 29, 2102, 59.64
2026/07/29 22:48:26.860, 29, 2102, 59.58
2026/07/29 22:48:27.394, 29, 2102, 59.58
2026/07/29 22:48:27.925, 29, 2102, 59.64
2026/07/29 22:48:28.457, 29, 2102, 59.64
2026/07/29 22:48:28.988, 29, 2102, 59.97
2026/07/29 22:48:29.520, 29, 2102, 59.97
2026/07/29 22:48:30.053, 29, 2102, 59.97
2026/07/29 22:48:30.585, 29, 2102, 59.97
2026/07/29 22:48:31.118, 29, 2102, 59.58
2026/07/29 22:48:31.649, 29, 2102, 59.64
2026/07/29 22:48:32.181, 29, 2102, 64.19
2026/07/29 22:48:32.713, 29, 2102, 59.97
2026/07/29 22:48:33.245, 29, 2102, 59.97
2026/07/29 22:48:33.776, 29, 2102, 59.97
2026/07/29 22:48:34.308, 29, 2102, 59.64
2026/07/29 22:48:34.840, 29, 2102, 59.64
2026/07/29 22:48:35.371, 29, 2102, 59.97
2026/07/29 22:48:35.905, 29, 2102, 59.64
2026/07/29 22:48:36.437, 29, 2102, 59.97
2026/07/29 22:48:36.970, 29, 2102, 59.64
2026/07/29 22:48:37.502, 29, 2102, 59.58
2026/07/29 22:48:38.034, 29, 2102, 59.90
2026/07/29 22:48:38.566, 29, 2102, 59.64
2026/07/29 22:48:39.099, 29, 2102, 59.64
2026/07/29 22:48:39.632, 29, 2102, 59.64
2026/07/29 22:48:40.165, 29, 2102, 59.64
2026/07/29 22:48:40.697, 29, 2102, 59.64
2026/07/29 22:48:41.229, 29, 2102, 59.64
2026/07/29 22:48:41.761, 29, 2102, 59.64
2026/07/29 22:48:42.294, 29, 2102, 59.58
2026/07/29 22:48:42.825, 29, 2102, 59.64
2026/07/29 22:48:43.360, 29, 2102, 59.64
2026/07/29 22:48:43.894, 29, 2102, 59.64
2026/07/29 22:48:44.426, 29, 2102, 59.64
2026/07/29 22:48:44.959, 29, 2216, 60.24
2026/07/29 22:48:45.492, 29, 2216, 59.64
2026/07/29 22:48:46.024, 29, 2216, 59.64
2026/07/29 22:48:46.556, 29, 2216, 59.64
2026/07/29 22:48:47.088, 29, 2216, 59.64
2026/07/29 22:48:47.620, 29, 2216, 59.64
2026/07/29 22:48:48.152, 29, 2216, 59.64
2026/07/29 22:48:48.686, 29, 2216, 59.64
2026/07/29 22:48:49.219, 29, 2216, 59.64
2026/07/29 22:48:49.751, 29, 2216, 59.64
2026/07/29 22:48:50.282, 29, 2216, 60.57
2026/07/29 22:48:50.816, 29, 2216, 59.64
2026/07/29 22:48:51.348, 29, 2216, 61.16
2026/07/29 22:48:51.881, 29, 2216, 59.64
2026/07/29 22:48:52.413, 29, 2216, 59.58
2026/07/29 22:48:52.945, 29, 2216, 59.64
2026/07/29 22:48:53.477, 29, 2216, 60.83
2026/07/29 22:48:54.011, 29, 2216, 59.32
2026/07/29 22:48:54.543, 29, 2216, 59.32
2026/07/29 22:48:55.077, 29, 2216, 59.97
2026/07/29 22:48:55.609, 29, 2216, 60.83
2026/07/29 22:48:56.142, 29, 2216, 59.32
2026/07/29 22:48:56.675, 29, 2216, 59.32
2026/07/29 22:48:57.213, 29, 2216, 59.32
2026/07/29 22:48:57.745, 29, 2216, 59.26
2026/07/29 22:48:58.277, 29, 2216, 59.64
2026/07/29 22:48:58.810, 29, 2216, 59.97
2026/07/29 22:48:59.341, 29, 2216, 59.64
2026/07/29 22:48:59.873, 29, 2216, 59.32
2026/07/29 22:49:00.404, 29, 2216, 59.32
2026/07/29 22:49:00.935, 29, 2216, 59.64
2026/07/29 22:49:01.468, 29, 2216, 59.64
2026/07/29 22:49:02.000, 29, 2216, 59.26
2026/07/29 22:49:02.533, 29, 2216, 59.32
2026/07/29 22:49:03.065, 29, 2216, 59.32
2026/07/29 22:49:03.602, 29, 2216, 59.32
2026/07/29 22:49:04.134, 29, 2216, 59.32
2026/07/29 22:49:04.664, 29, 2222, 59.32
2026/07/29 22:49:05.195, 29, 2222, 59.32
2026/07/29 22:49:05.729, 29, 2222, 59.32
2026/07/29 22:49:06.260, 29, 2222, 59.58
2026/07/29 22:49:06.798, 29, 2222, 59.64
2026/07/29 22:49:07.329, 29, 2222, 59.32
2026/07/29 22:49:07.863, 29, 2222, 59.32
2026/07/29 22:49:08.394, 29, 2222, 59.26
2026/07/29 22:49:08.925, 29, 2222, 59.26
2026/07/29 22:49:09.457, 29, 2222, 59.32
2026/07/29 22:49:09.989, 29, 2222, 59.32
2026/07/29 22:49:10.520, 29, 2222, 59.26
2026/07/29 22:49:11.053, 29, 2222, 59.26
2026/07/29 22:49:11.585, 29, 2222, 59.64
2026/07/29 22:49:12.117, 29, 2222, 59.32
2026/07/29 22:49:12.649, 29, 2222, 59.32
2026/07/29 22:49:13.182, 29, 2222, 60.18
2026/07/29 22:49:13.713, 29, 2222, 61.36
2026/07/29 22:49:14.245, 29, 2222, 59.97
2026/07/29 22:49:14.776, 29, 2222, 59.58
2026/07/29 22:49:15.308, 29, 2222, 59.58
2026/07/29 22:49:15.841, 29, 2222, 59.32
2026/07/29 22:49:16.371, 29, 2222, 59.58
2026/07/29 22:49:16.905, 29, 2222, 59.97
2026/07/29 22:49:17.437, 29, 2222, 59.64
2026/07/29 22:49:17.969, 29, 2222, 59.32
2026/07/29 22:49:18.500, 29, 2222, 59.32
2026/07/29 22:49:19.033, 29, 2222, 59.26
2026/07/29 22:49:19.565, 28, 2222, 59.32
2026/07/29 22:49:20.100, 28, 2222, 59.26
2026/07/29 22:49:20.633, 28, 2222, 59.32
2026/07/29 22:49:21.165, 28, 2222, 59.32
2026/07/29 22:49:21.696, 28, 2222, 59.26
2026/07/29 22:49:22.228, 28, 2222, 60.18
2026/07/29 22:49:22.761, 28, 2222, 59.32
2026/07/29 22:49:23.293, 28, 2222, 59.26
2026/07/29 22:49:23.826, 28, 2222, 59.32
2026/07/29 22:49:24.357, 28, 2222, 59.32
